Id,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Label
827,0.28217-0.18667i,0.05574+0.5079i,-0.20645-1.2016i,0.56634+1.5064i,-1.4628-0.52772i,0.75983-0.2942i,-0.71005+0.22226i,0.050458+0.40524i,-0.45222-0.72998i,0.60174+0.69416i,0.73028-0.66399i,-0.34359+0.79501i,-0.1737+0.38358i,-0.8336-1.1497i,0.33795+0.8821i,-0.063619+0.39673i,0.081219-0.24744i,0.073573-0.40062i,-0.92072+0.14673i,-0.30448+0.08383i,0.68043-1.347i,0.45184+1.7474i,-0.41214-0.82133i,-0.3036+0.020247i,-0.4056-0.31731i,0.24384+0.89544i,1.2878-0.79267i,-0.5944+0.92053i,-0.90937-0.18386i,1.1854+0.077441i,-0.28581+0.71783i,0.42539-0.51527i,-1.5442-0.21043i,0.85986-0.77605i,-0.4721+0.29683i,0.29856+0.95026i,-0.76262-0.88421i,-0.11562+0.64974i,-0.27864-0.32069i,1.1564-0.77974i,0.20472+1.0484i,-0.63066+0.0070605i,-0.91678-0.26563i,1.6225+0.03351i,-0.25753-0.078456i,0.34202-0.31764i,-1.2806+0.89107i,-0.61446-0.28109i,0.39801-0.19801i,1.3824-0.14489i,0.33095-0.012778i,-0.82879+0.44521i,-0.91987+0.24328i,0.12021-0.9236i,0.14388-0.058971i,1.0631-0.13608i,-0.098584+1.1954i,-0.26261+0.61972i,-0.87586-1.4218i,0.55977-0.29587i,-0.18916-0.077239i,0.43377+1.2107i,-0.011214-1.4528i,-1.1149+0.86936i,0.18833-0.31809i,0.51345-0.2215i,0.20342+1.2318i,-0.060838-0.24478i,-0.057542-1.0066i,0.32252+1.1772i,-0.51013+0.12171i,0.66581-0.9411i,-0.31314-0.030294i,0.35894+0.37364i,0.21015+0.67067i,-1.2048-0.67662i,0.98105-0.52203i,0.015387+1.7589i,0.020835-1.0459i,-1.169+0.21747i,0.030221+0.28477i,0.5825-1.1298i,0.28811+0.01725i,0.047193+1.2735i,0.042749-0.031073i,-0.58579-0.24659i,0.35067+0.58547i,0.19483-0.17859i,-1.1404-0.52921i,1.6702+0.034974i,-0.84685-0.049986i,0.3184-0.36748i,-0.47503+1.1737i,0.42698-0.35381i,-1.0814-0.3667i,1.1938-0.54043i,-0.13723+0.037045i,-1.253+0.656i,1.4401-0.56791i,-0.46433-0.6518i,0.10014+0.76308i,3
828,0.11031+0.70488i,-0.059284+0.18023i,-0.33011-1.2627i,0.30186+1.297i,0.54672-0.63637i,-0.67184-0.52833i,0.88175+0.4127i,-0.68961-0.54055i,0.3184+1.264i,0.52932-0.68783i,-1.2936+0.33415i,-0.15582-0.054893i,-0.16656-0.059659i,-0.14562-0.057432i,-0.14944-0.065021i,-0.16571-0.053899i,0.42356-0.92345i,0.88584+0.45767i,-0.68041-0.52469i,0.91888+0.40348i,-0.6938-0.53618i,0.28281+1.2827i,-0.30718-1.3051i,-0.50719+0.71398i,1.2488-0.34583i,-0.67411-0.51788i,0.025799-0.167i,0.31534+1.2608i,-0.28416-1.2534i,0.94294+0.43578i,-1.2752+0.31125i,1.2345-0.32733i,0.13602+0.081391i,-1.3212+0.32068i,0.67984+0.51276i,-0.069546+0.1919i,0.50397-0.67854i,-0.43293+0.89221i,-0.033307+0.14871i,-0.28955-1.2778i,0.31345+1.2731i,-0.85766-0.43859i,-0.1347-0.092495i,0.7306+0.48479i,-0.066922+0.16653i,-0.88804-0.43633i,1.3013-0.33695i,0.16488+0.045122i,-0.68184-0.50441i,0.94122+0.4275i,-0.66649-0.56741i,0.94015+0.42697i,0.13168+0.042593i,-0.40752+0.94374i,-0.30602-1.304i,0.066207-0.14251i,0.091241-0.12309i,0.34065+1.276i,-0.90284-0.41126i,1.2981-0.34383i,-1.3083+0.30789i,-0.14685-0.058272i,0.42156-0.91737i,0.070703-0.12028i,0.086-0.1787i,0.90217+0.43572i,-0.69423-0.49854i,0.91159+0.444i,0.17949+0.06868i,0.21055+0.0953i,-0.40613+0.88076i,0.5138-0.7326i,-0.65546-0.52989i,0.055009-0.15988i,0.90766+0.40812i,0.14711+0.071876i,-0.40113+0.90811i,0.51086-0.66475i,-0.67651-0.53245i,0.27919+1.2976i,-0.048967+0.16422i,-0.33415-1.2782i,0.32443+1.2686i,-0.94461-0.42353i,1.2438-0.32017i,0.15176+0.055457i,-1.3024+0.31393i,0.45845-0.90909i,-0.51647+0.65611i,0.67125+0.52608i,0.49404-0.67073i,-0.44367+0.91153i,-0.95192-0.39764i,0.6569+0.51467i,-0.2881-1.2734i,0.074273-0.18124i,0.29393+1.2673i,-0.043304+0.18559i,-0.92641-0.42357i,1.2706-0.33538i,-0.58798+0.24202i,1
829,0.44079+0.76799i,-0.62961-1.288i,0.49703+1.5138i,0.38532-1.1399i,-1.509+0.49058i,0.90991+0.65908i,-1.3059-0.43717i,0.91075-0.94542i,-0.73831+0.69311i,0.76714-0.24798i,0.23537+0.1051i,0.074432+0.38395i,-0.80456-1.0129i,-0.3867+0.35992i,1.1105-0.39234i,-0.1436+1.19i,0.092321+0.28204i,-1.1753-0.53272i,0.98124-0.92214i,-0.66832+0.6768i,0.67627+0.81978i,0.35754-1.1222i,0.22122-0.0035727i,-0.94139+0.030573i,0.36066+0.13645i,0.16689+0.86373i,-0.40309-1.7126i,0.73033+1.2715i,-0.31908-0.97356i,0.63342+1.0832i,-0.71255-0.8595i,0.41202+0.9658i,-1.1301-0.64034i,-0.12503-0.14854i,1.3967+0.38388i,-0.39602+0.92041i,0.81976-1.0384i,-0.491-0.36997i,-0.64939+0.67563i,0.38073+0.84794i,-0.059292-1.1171i,0.22658-0.21435i,0.32381+0.35939i,0.27075-0.1319i,-1.0098-0.22591i,0.69436-0.45532i,-0.38725+0.59267i,-0.15747+0.14007i,1.091+0.27038i,-0.86705+0.36411i,0.40921+0.47775i,-0.77422-0.273i,0.56858+0.24679i,0.20753-0.21715i,-0.17793+0.46803i,-1.3585-0.24836i,1.5855-0.76954i,-0.78885-0.12093i,0.29101+1.4066i,0.24886-0.33744i,-0.14037-0.037728i,-0.392-1.2971i,0.28954-0.11384i,-0.11819+0.52731i,-0.40239+0.47871i,1.2155-0.39451i,-1.3324+0.65056i,1.2411-0.9336i,-0.94352+0.053157i,0.19592-0.80431i,0.37244+0.52849i,-0.24533-0.82317i,0.092133-0.26826i,-0.21461+1.4279i,0.95258-0.81816i,0.038832+0.99261i,-0.72965-1.4545i,0.95563+0.43509i,-0.45221+0.15967i,0.060759+0.23536i,-0.21172-0.10011i,0.51924-0.469i,-0.67938-0.37147i,0.57398+1.3395i,-0.21552-1.5729i,-0.60374+0.42553i,0.63548+0.37363i,-0.49454+0.28361i,-0.82319-0.20555i,0.85409-0.44618i,1.0349+0.13866i,-0.61668+0.89058i,-0.01097+0.49128i,0.049304-0.72814i,0.060296+0.053083i,-1.2686-0.016961i,0.33287-0.8627i,0.27812+1.0954i,-0.40435-0.67963i,-0.65684+0.31789i,0.88556-0.29816i,3
830,0.11844+0.72465i,-0.91002-0.43905i,-0.17992-0.10839i,-0.12203-0.086644i,0.45568-0.91842i,-0.51576+0.67348i,0.45115-0.92185i,0.039259-0.13448i,0.05582-0.15637i,0.89014+0.41501i,-1.2963+0.30228i,1.2711-0.29379i,-1.2737+0.33416i,1.2601-0.37734i,-0.44417+0.95106i,-0.066268+0.19367i,-0.31882-1.2922i,-0.53314+0.66385i,0.68479+0.49611i,-0.067084+0.17979i,-0.30342-1.3273i,-0.49381+0.73001i,1.2714-0.29821i,0.17158+0.084933i,-0.72809-0.5262i,0.28693+1.2951i,-0.32769-1.2972i,0.32742+1.2782i,-0.081038+0.16061i,-0.88803-0.43068i,0.46654-0.91897i,0.062584-0.15159i,-0.55603+0.65251i,1.2853-0.31674i,-0.45506+0.90562i,-0.91929-0.46874i,1.2655-0.3633i,-0.67077-0.52841i,0.35294+1.2732i,0.507-0.67744i,-1.2791+0.3534i,1.266-0.34138i,-0.74696-0.50869i,0.055868-0.17762i,0.28129+1.2811i,-0.088062+0.13293i,-0.070716+0.15979i,-0.047252+0.15959i,-0.093078+0.10799i,-0.89632-0.43309i,-0.13586-0.082719i,-0.1741-0.033921i,0.68007+0.53495i,-0.8956-0.44031i,-0.1425-0.084098i,1.2827-0.34834i,0.19353+0.070165i,-1.2718+0.30834i,1.286-0.30821i,0.14135+0.018375i,-0.42283+0.90857i,0.50314-0.69543i,-0.43151+0.93312i,-0.069091+0.12335i,-0.94375-0.47762i,0.41633-0.94419i,0.32097+1.2712i,-0.89668-0.47001i,0.69198+0.54358i,-0.93887-0.41491i,1.2852-0.30708i,-0.45419+0.92414i,-0.079088+0.19404i,0.49654-0.69698i,-0.43953+0.86515i,-0.28161-1.2905i,0.37157+1.2481i,-0.29591-1.2764i,0.91787+0.46096i,-0.43679+0.90952i,0.5697-0.70216i,-0.42202+0.89024i,-0.92567-0.45285i,-0.15022-0.018791i,0.43965-0.90006i,0.91107+0.46921i,-0.70002-0.53216i,0.89155+0.46454i,0.15488+0.073911i,-0.44158+0.95923i,-0.32438-1.2718i,-0.53184+0.63148i,1.241-0.327i,-1.2776+0.32117i,-0.15754-0.090534i,0.42713-0.93552i,0.31408+1.3113i,0.52846-0.68157i,0.16279+0.12655i,-1.2681+0.32002i,0.56392-0.21536i,1
831,-0.090537-0.73763i,0.91628+0.46912i,-1.2666+0.33753i,0.42489-0.89496i,0.079818-0.13125i,-0.55846+0.69421i,0.47213-0.93977i,-0.52666+0.62947i,1.2958-0.33567i,0.12397+0.088105i,-1.3075+0.34283i,1.2533-0.36189i,0.1546+0.033253i,0.14228+0.07159i,-1.2482+0.32827i,-0.19533-0.09592i,1.2885-0.30055i,-1.3013+0.34698i,-0.18366-0.066537i,0.4236-0.89981i,-0.55896+0.67976i,0.41229-0.94564i,0.95087+0.4444i,-0.69374-0.48233i,-0.51125+0.66351i,1.2831-0.26274i,-0.71906-0.51882i,-0.4842+0.69516i,-0.14492-0.066074i,0.40527-0.91005i,0.91562+0.42569i,0.19802+0.028006i,0.13438+0.10266i,-0.42513+0.89072i,-0.077486+0.16335i,-0.34051-1.2735i,-0.53605+0.66947i,0.45859-0.92322i,-0.52777+0.66143i,0.41583-0.93372i,0.31702+1.2768i,-0.3363-1.2811i,0.080811-0.16485i,-0.53995+0.66684i,0.42958-0.90125i,0.081666-0.21752i,-0.57116+0.71103i,-0.14501-0.076319i,-0.19378-0.035411i,0.69981+0.52154i,-0.062444+0.16484i,-0.040738+0.16868i,-0.10884+0.16462i,-0.91725-0.42825i,0.42561-0.92872i,0.93867+0.43744i,-0.70924-0.54627i,-0.5812+0.70199i,-0.15298-0.087851i,0.68612+0.5168i,0.5006-0.66139i,-1.2847+0.27794i,0.68288+0.53045i,-0.95258-0.41696i,0.44412-0.92436i,0.33393+1.3048i,-0.043257+0.15734i,0.52511-0.65838i,0.18676+0.073156i,-1.2903+0.29504i,1.2281-0.33145i,-0.67161-0.56854i,0.056572-0.14527i,0.91905+0.44855i,-0.66342-0.49979i,0.90525+0.46682i,-1.2705+0.30856i,0.4419-0.91084i,-0.47209+0.71485i,-0.17591-0.076717i,-0.15582-0.09109i,1.2963-0.3311i,0.15844+0.085687i,-0.40038+0.8782i,-0.07199+0.14801i,-0.062979+0.17936i,0.54151-0.68883i,-0.43569+0.90429i,-0.094205+0.16065i,-0.92634-0.47204i,0.66768+0.5429i,0.50339-0.69855i,-1.2694+0.2955i,0.48398-0.94719i,0.33859+1.3i,-0.90854-0.44933i,0.39891-0.87727i,-0.54609+0.67055i,0.40588-0.88335i,0.29676+1.2695i,-0.22284-0.50715i,1
832,0.72688-0.12513i,0.18827+0.064458i,0.1368+0.07854i,0.17097+0.0659i,0.15304+0.040631i,0.10675+0.056214i,-0.69355-0.52152i,0.92033+0.44948i,0.16198+0.073785i,-0.46286+0.92136i,-0.3321-1.2799i,0.92927+0.42002i,-0.45174+0.9103i,-0.90788-0.43912i,-0.16286-0.098395i,-0.1757-0.10461i,0.67009+0.58108i,-0.085664+0.1475i,-0.92578-0.42922i,1.2453-0.33133i,0.18915+0.090922i,-1.3091+0.29552i,0.41708-0.87119i,0.086279-0.13979i,0.30522+1.2886i,-0.31169-1.2612i,0.055673-0.12963i,0.92939+0.43557i,0.18308+0.081169i,-1.2626+0.31335i,0.68012+0.57241i,-0.92855-0.43791i,-0.1662-0.08714i,1.2494-0.28629i,0.16458+0.065036i,-0.46028+0.90552i,-0.055573+0.15366i,0.52592-0.64064i,-0.43066+0.9035i,-0.073283+0.11864i,-0.059016+0.1227i,-0.040362+0.17787i,-0.27823-1.2883i,0.3025+1.2496i,-0.34489-1.2683i,0.29668+1.2651i,-0.85145-0.40007i,1.2513-0.27693i,-0.69318-0.52394i,0.28506+1.315i,0.52986-0.70682i,-1.2763+0.2982i,1.2818-0.30669i,0.17571+0.086589i,-0.66643-0.52629i,-0.52721+0.66202i,1.2569-0.30559i,0.14662+0.065681i,-0.4613+0.91714i,0.56156-0.71146i,-0.65341-0.50732i,0.91587+0.44159i,-1.2533+0.35207i,0.73419+0.50296i,0.46575-0.65525i,-1.2839+0.27494i,1.2504-0.31422i,-0.64155-0.51628i,-0.49631+0.67651i,0.43994-0.91832i,0.33936+1.3052i,-0.065124+0.12391i,-0.10625+0.17307i,-0.081872+0.15446i,-0.077507+0.1778i,-0.90011-0.42774i,0.65934+0.53537i,0.54672-0.68338i,-1.2835+0.35476i,0.47061-0.90431i,0.28923+1.2867i,-0.93274-0.44556i,1.2678-0.32509i,-0.41373+0.93924i,-0.071962+0.1352i,-0.94371-0.47496i,-0.19657-0.093228i,0.43612-0.93545i,-0.56308+0.69385i,0.68828+0.51216i,-0.05853+0.13467i,0.50682-0.70507i,-0.47453+0.96793i,-0.32013-1.2683i,0.91356+0.43421i,-0.43025+0.91287i,-0.90319-0.46023i,1.2915-0.30765i,-0.43257+0.88597i,-0.33347-1.2561i,0.18929+0.56237i,1
833,-0.81965-0.15712i,0.46774+0.57235i,0.36564-0.1844i,-0.84157+0.053398i,0.70915-0.79527i,-0.1314+1.4154i,0.055142-1.6051i,-0.28642+0.90926i,-0.35859+0.065572i,-0.019721-0.98013i,0.31523+0.86463i,0.807-0.42174i,-1.0718+0.28459i,0.38495+0.84544i,-0.61873-0.66864i,-0.75461+0.040386i,0.11476-0.19562i,0.47335-0.17921i,0.3256-0.56849i,-0.64705+0.24117i,0.34054+0.45195i,-0.075263-1.0796i,0.29218+1.0784i,-0.44067-0.44262i,0.69498+0.47317i,0.58125-0.30783i,-0.84549+0.48741i,0.62596-0.55147i,-0.64898+0.032317i,0.4215-0.34691i,0.043701+1.2216i,-0.55795-0.75572i,0.83907-0.57237i,-0.70197+1.2545i,-0.43154-0.62649i,0.88236+0.085534i,-0.39586-0.024462i,-0.62278+0.38389i,1.0436-0.22313i,-1.1868-0.49099i,1.1068+0.10661i,-0.32106+0.31617i,-0.04805+0.51426i,-0.27682-0.7986i,0.82605-0.055377i,-1.5552+0.49467i,1.1285-0.52906i,-0.6247-0.18774i,-0.05036+0.68955i,-0.41944-0.7416i,0.5775-0.24703i,-0.72416+0.15826i,1.0324+0.92384i,-0.28805-0.54246i,-1.0249-0.14146i,1.0161+0.44476i,-0.76997-0.37596i,0.22014-0.064519i,-0.27305+0.37514i,-0.15322-1.0864i,1.0342+0.24163i,0.11337+0.86988i,-1.6449-0.17022i,0.4053-1.0094i,0.78452+0.65542i,0.136-0.43861i,0.51071+0.19801i,-0.96757+0.11163i,-0.81026+0.24495i,1.0343-1.1062i,-0.30953+0.091863i,0.11873-0.63627i,-0.55996+0.6518i,0.90255-0.74688i,-0.22507-0.39826i,0.099508-0.24108i,-0.77605+1.0623i,0.46132+0.10992i,0.54938+0.23583i,0.21557-0.15865i,0.29755-0.28065i,-0.05783-0.37103i,-0.23441+1.3633i,-1.0603-0.7943i,1.647+0.038149i,-1.5683+0.21203i,0.82932-0.70859i,0.46933-0.10481i,-0.43952+0.088374i,0.66019+0.61401i,-0.9101-0.048995i,-0.10297-0.83608i,-0.46554+0.57484i,1.3644-0.41945i,-0.72992+0.49141i,-0.27735-0.12173i,-0.14146-0.058608i,0.64076+0.77613i,-1.2509-0.90441i,1.533+0.24869i,-0.67063-0.042029i,3
834,-0.1539-0.70616i,0.8917+0.41821i,-1.2695+0.32829i,0.41735-0.9204i,-0.58372+0.67008i,0.42676-0.88999i,-0.4772+0.69464i,0.67259+0.5562i,-0.29251-1.272i,0.91407+0.42255i,0.16974+0.041581i,-0.40313+0.87918i,-0.93633-0.45196i,1.258-0.35239i,0.16988+0.067952i,-0.69165-0.52896i,-0.52547+0.65664i,0.44009-0.94581i,0.077894-0.18903i,-0.51494+0.64118i,0.6798+0.50586i,-0.8828-0.42846i,0.68667+0.51133i,-0.30113-1.2639i,0.90583+0.43485i,-1.2897+0.27488i,0.72629+0.51045i,-0.064726+0.1452i,-0.90974-0.44029i,1.2637-0.29805i,-0.65839-0.52613i,0.89693+0.47073i,-0.66728-0.54073i,0.32173+1.2876i,-0.95227-0.43392i,0.41429-0.91672i,0.32237+1.2701i,0.5372-0.73186i,-1.2971+0.3423i,1.2533-0.31136i,0.14208+0.053143i,0.20535+0.05804i,-0.64109-0.49205i,-0.53373+0.70028i,1.2983-0.30438i,-0.69725-0.56411i,-0.51186+0.71158i,0.4155-0.93496i,0.30335+1.2731i,0.46166-0.67672i,0.16919+0.016197i,-0.44586+0.92105i,0.52335-0.68293i,0.17732+0.033007i,-1.2705+0.28503i,0.69271+0.52078i,0.52639-0.6965i,-0.43278+0.90455i,-0.33226-1.2655i,0.31011+1.304i,-0.88566-0.45316i,0.39015-0.90596i,-0.54863+0.70214i,1.2772-0.36025i,0.14547+0.046508i,-1.3126+0.33065i,-0.16314-0.071988i,-0.15395-0.070153i,-0.19857-0.060733i,0.69671+0.50356i,-0.9341-0.43455i,0.42947-0.9075i,0.08961-0.15715i,0.046357-0.14698i,0.030646-0.18297i,-0.54088+0.68779i,1.2596-0.33709i,0.1724+0.034271i,-0.46908+0.93215i,-0.33775-1.235i,0.092354-0.16864i,-0.53121+0.68159i,0.4396-0.91373i,0.9021+0.42134i,0.18112+0.094623i,0.10368+0.077438i,-1.2432+0.32211i,1.2637-0.31032i,-0.42305+0.89222i,-0.34202-1.2702i,0.29027+1.2931i,0.54674-0.73277i,0.14685+0.089166i,-0.40616+0.90962i,-0.28838-1.2769i,0.065031-0.18681i,0.33155+1.2719i,-0.91086-0.38479i,0.68854+0.53198i,-0.10272+0.18908i,-0.16163-0.57745i,1
835,-0.043198-0.31233i,-0.62727+0.031706i,0.95471+0.70475i,-1.0139+0.015817i,-0.53651-0.26244i,1.0712-0.33538i,-0.070236+1.0547i,-0.68176-1.339i,1.3848+0.23708i,-0.055967+0.46198i,-0.14055+0.48348i,-0.82777-0.99054i,0.33705+0.13512i,0.24008+1.2019i,0.71377-0.89511i,-0.67733+0.61067i,-0.54661-0.79806i,-0.02394-0.14153i,-0.15784+0.83301i,0.21954+0.31818i,1.034-0.74961i,-1.3669+0.71235i,0.60196-1.1169i,-0.011828+0.90808i,-0.062834+0.090558i,0.11046-0.98912i,-0.74958+0.37276i,-0.38296+0.26059i,0.95584-0.96668i,-0.4909+0.016526i,0.49036+0.73965i,-0.75113-0.46905i,0.045385+0.48335i,1.3925-0.62914i,-1.1804-0.32397i,0.12236+0.48176i,-0.35512+0.33893i,0.046092-0.36245i,0.45574-0.80568i,0.66218+0.77523i,-1.2998-0.29496i,0.10786-0.49777i,0.00043195-0.18121i,0.62012-0.29485i,-0.50052-0.016946i,0.96823-0.051794i,0.54485+0.21524i,-0.56065-0.43805i,0.069914+1.5541i,-0.26793-1.0707i,0.55765+0.83318i,-0.57826-1.351i,0.94522+0.98938i,-0.93421-0.020409i,1.1993-0.25331i,-0.92735-0.7317i,0.60349+0.71773i,-0.043258-0.59892i,-1.0636+0.74054i,1.3796-0.65362i,-1.1198+0.18953i,-0.38517+0.228i,0.35033-0.86537i,0.46892+0.76557i,0.50857-0.70487i,-0.48994+0.11688i,-0.59943+0.057304i,1.168-0.34515i,0.017805+1.0423i,-0.42863-0.73217i,-0.093156-0.72831i,0.038364+1.4676i,0.66289-1.0168i,0.52706+0.25145i,-0.58359+1.2253i,0.46228-0.50286i,-0.22367-0.13306i,-0.45809-0.88456i,0.85428+0.31934i,-1.0039+0.85908i,-0.57263-0.28175i,0.34354-0.86941i,0.62544-0.27818i,0.51662+0.15881i,-0.3644+0.7511i,0.59788-0.032546i,-0.38735+0.86634i,-0.56524-0.71484i,0.26533+0.26308i,0.15679-0.99132i,-0.25064-0.35346i,-0.67605+0.93463i,0.89689+0.71179i,0.058194-0.79195i,-0.4725+0.76505i,0.099952-0.26274i,-0.76746-0.42255i,0.48489-0.90726i,0.84913+0.2763i,-0.17942-0.27134i,-0.089422+0.58411i,2
836,-0.15097-0.75132i,0.3453+1.2693i,0.53759-0.66816i,0.15479+0.064577i,-0.43637+0.91083i,-0.086486+0.17767i,0.57294-0.72204i,-0.706-0.53429i,0.030883-0.14318i,-0.53389+0.68374i,0.72787+0.53366i,-0.31516-1.2574i,-0.57705+0.6607i,0.45517-0.91071i,-0.50716+0.66803i,0.43592-0.8948i,0.066765-0.15261i,0.036636-0.17654i,-0.51483+0.67413i,1.2885-0.30674i,-0.40417+0.9483i,-0.083739+0.16859i,-0.89423-0.47126i,1.3237-0.31342i,-1.2768+0.29841i,0.69032+0.51749i,0.57052-0.68464i,-0.67376-0.52885i,-0.54465+0.67975i,0.40732-0.92742i,0.11705-0.20008i,0.96844+0.44415i,-0.43261+0.93569i,0.51684-0.69441i,0.18497+0.12157i,-1.2796+0.34159i,1.2692-0.30478i,0.16367+0.055185i,-0.41634+0.93037i,-0.92944-0.47271i,1.2564-0.30018i,-0.69537-0.52696i,0.89277+0.4147i,-0.71508-0.52261i,0.3199+1.3032i,0.52148-0.65378i,-0.42029+0.93877i,-0.059202+0.18371i,0.55862-0.71657i,0.18476+0.058599i,-1.2674+0.3192i,-0.16217-0.06416i,1.2601-0.29816i,-0.42473+0.92557i,-0.06347+0.14771i,0.54244-0.69431i,-1.2907+0.31923i,0.70372+0.5338i,-0.91791-0.43659i,-0.18709-0.061387i,0.64425+0.49625i,0.51383-0.67392i,-0.65661-0.53189i,0.31172+1.2663i,-0.052812+0.18821i,-0.098224+0.13107i,-0.95167-0.4228i,1.287-0.35029i,-0.44255+0.88982i,0.51609-0.66519i,-1.2796+0.37543i,0.6751+0.49391i,-0.031443+0.15597i,-0.93639-0.43555i,1.3015-0.30713i,-1.2674+0.30265i,0.71043+0.49012i,-0.044643+0.14894i,0.55327-0.67409i,-0.46333+0.93547i,-0.33447-1.2822i,0.14592-0.15665i,0.29722+1.2695i,-0.30638-1.2539i,0.8966+0.44124i,-0.45241+0.90364i,-0.88132-0.47562i,0.63853+0.53606i,-0.86482-0.4421i,0.68575+0.54482i,0.52909-0.68588i,-1.2475+0.29401i,0.44525-0.86091i,-0.5209+0.68651i,-0.12845-0.096684i,0.70373+0.52002i,0.54074-0.62646i,0.19108+0.059539i,-0.67428-0.51445i,0.052641-0.15975i,0.21208+0.57756i,1
837,-0.16018-0.90737i,0.88342+0.30524i,-0.57221-0.52716i,-0.32765+1.1806i,-0.55959-0.24599i,1.3185-0.67031i,-0.61947+1.1452i,-0.34442-1.1645i,0.25448-0.56179i,0.99986+0.9529i,-0.64888-0.36978i,-0.62107+0.055158i,0.28082+0.14302i,-0.46139-0.24396i,0.63787+0.37605i,0.33822+0.38303i,0.010161+0.14851i,0.12205-0.86611i,-0.19671-0.28461i,0.52071+0.16343i,0.16388+0.014922i,-0.56496+1.096i,-0.52724-0.12077i,0.25125-1.3681i,1.2513+0.58847i,-1.3391+0.70245i,-0.56366-0.24413i,1.3581-0.68301i,-0.84187-0.14873i,0.73563+0.34929i,-0.45702+0.80171i,0.51802-0.0040146i,-0.24606+0.58816i,0.45291-0.5183i,-1.1972+0.30959i,0.3337-0.78i,-0.63827+0.0038153i,-0.11412-0.1296i,0.12875-0.52965i,-0.52247+0.54643i,0.52838+0.45115i,0.0078919-0.90803i,0.052755-0.060703i,0.7685+0.48188i,-0.74017-1.026i,0.18978+0.43492i,-0.477+0.71293i,-0.2785-0.59935i,-0.016822+0.48916i,0.24675-1.3672i,0.052884+1.419i,-0.12986+0.15445i,0.51636+0.0026246i,0.20624-0.86201i,-0.71992+0.45645i,0.44927-0.77292i,-0.13974+0.28557i,-0.61934+0.07954i,0.64714+0.395i,0.89431-0.43353i,-0.61729+1.2606i,-0.47047-0.078182i,0.046227-0.87954i,0.50299+0.85871i,-1.3974-0.27591i,0.26878-0.83536i,0.74301+0.35491i,0.3209-0.34842i,-0.75915+0.44371i,-0.032072-0.05932i,1.2469-0.22482i,-1.433+0.019108i,1.0069+0.634i,-1.1265-0.62548i,0.24665+0.11915i,-0.71635+0.087299i,1.4266-0.041121i,-1.0253-0.68584i,0.63562+1.356i,0.72331-0.94547i,-0.95027+0.94311i,0.22256+0.35137i,-0.71092-1.336i,0.62139-0.28085i,-0.27223-0.40471i,0.72883+1.3505i,-0.25274+0.58223i,0.043022-0.81385i,-0.19352+0.39701i,-0.80257-0.45669i,0.91387+0.031082i,0.46519+0.27612i,-1.0319-0.65681i,1.1554+0.62849i,-1.1836+0.36412i,0.10696-0.36041i,0.58955-0.1401i,0.48548+0.29584i,-0.23619-0.13288i,-0.65687-0.49854i,0.41102+0.40316i,2
